### Cluster 58 — Symptoms (132)
Symptom,Frequency
pain in loins as if bound by hands,cutting stitches toward toes,1.0,1
pain in loins as if bound by hands,paralysis of deltoid muscle,1.0,1
pain in loins as if bound by hands,tendo achillis cramps waken from sleep,1.0,1
pain in loins as if bound by hands,drawing sticking pain in finger joints,1.0,1
pain in loins as if bound by hands,tearing pain along lumbar vertebrae,1.0,1
pain in loins as if bound by hands,contractions of finger tendons,1.0,1
pain in loins as if bound by hands,leg pain worse in open air,1.0,1
pain in loins as if bound by hands,drawing in legs,1.0,1
pain in loins as if bound by hands,tension in knee joints,1.0,1
pain in loins as if bound by hands,back pain as if from lifting,1.0,1
pain in loins as if bound by hands,drawing in thighs,1.0,1
pain in loins as if bound by hands,pains in malar bones,1.0,1
pain in loins as if bound by hands,tearing pains shift rapidly,1.0,1
pain in loins as if bound by hands,tearing pains change place often,1.0,1
pain in loins as if bound by hands,paralysis of vocal cords,1.0,1
pain in loins as if bound by hands,rheumatism of face,1.0,1
pain in loins as if bound by hands,drawing from knee to malleolus,1.0,1
pain in loins as if bound by hands,sore bruised pain on side lain on at night,1.0,1
pain in loins as if bound by hands,cramps in tendo achillis,1.0,1
pain in loins as if bound by hands,leg pain better by warmth of bed,1.0,1
pain in loins as if bound by hands,tensive pain in forearms,1.0,1
pain in loins as if bound by hands,single stitches in shin bone,1.0,1
pain in loins as if bound by hands,rheumatic conditions with paralytic tendency,1.0,1
pain in loins as if bound by hands,jaw lame,1.0,1
pain in loins as if bound by hands,great uneasiness of limbs,1.0,1
pain in loins as if bound by hands,gouty pains in limbs,1.0,1
pain in loins as if bound by hands,numbness of ankles,1.0,1
pain in loins as if bound by hands,burning stitches in great toe,1.0,1
pain in loins as if bound by hands,nightly burning tearing in shins,1.0,1
pain in loins as if bound by hands,patient springs out of bed,1.0,1
pain in loins as if bound by hands,knee pain worse when beginning to walk,1.0,1
pain in loins as if bound by hands,great restlessness in evening,1.0,1
pain in loins as if bound by hands,cramps in calves in morning in bed,1.0,1
pain in loins as if bound by hands,pains in zygomatic arch,1.0,1
pain in loins as if bound by hands,drawing pain in glenoid cavity of jaw,1.0,1
pain in loins as if bound by hands,cramps in sole of right foot,1.0,1
pain in loins as if bound by hands,gouty tearing in feet,1.0,1
pain in loins as if bound by hands,paralysis of arms,1.0,1
pain in loins as if bound by hands,darting pain in os coccyx,1.0,1
pain in loins as if bound by hands,contractions of flexors,1.0,1
pain in loins as if bound by hands,cough feels as if it tears chest,1.0,1
pain in loins as if bound by hands,tearing pain to linea alba,1.0,1
pain in loins as if bound by hands,drawing in shoulder blades,1.0,1
pain in loins as if bound by hands,rheumatic contraction of tendons antidoted by guaiac,1.0,1
pain in loins as if bound by hands,pinching crampy pain in buttocks,1.0,1
pain in loins as if bound by hands,pressure in shoulders,1.0,1
pain in loins as if bound by hands,pain in middle of spine on swallowing,1.0,1
pain in loins as if bound by hands,tearing pain in back of neck,1.0,1
pain in loins as if bound by hands,painful stiffness of back,1.0,1
pain in loins as if bound by hands,abundance of warty growths,1.0,1
pain in loins as if bound by hands,stitching pains in hip joints,1.0,1
pain in loins as if bound by hands,contractions of limbs,1.0,1
pain in loins as if bound by hands,pressing cramp-like pain in kidney region,1.0,1
pain in loins as if bound by hands,tearing pains in joints,1.0,1
pain in loins as if bound by hands,sticking pain inward,1.0,1
pain in loins as if bound by hands,painful numbness of index finger,1.0,1
pain in loins as if bound by hands,drawing in feet,1.0,1
pain in loins as if bound by hands,cramps in tendo achillis at 2 a.m.,1.0,1
pain in loins as if bound by hands,cough affects throat,1.0,1
pain in loins as if bound by hands,rheumatism of lower jaw,1.0,1
pain in loins as if bound by hands,painful stiffness of sacrum,1.0,1
pain in loins as if bound by hands,tearing boring pain in lower leg with movement,1.0,1
pain in loins as if bound by hands,dull pain in os coccyx,1.0,1
pain in loins as if bound by hands,pain in left hip joint as if wrenched,1.0,1
pain in loins as if bound by hands,drawing in forearms,1.0,1
pain in loins as if bound by hands,ulcerative pain in heels,1.0,1
pain in loins as if bound by hands,gouty deposits,1.0,1
pain in loins as if bound by hands,severe tearing in tendons under right calf,1.0,1
pain in loins as if bound by hands,pain in elbow joints,1.0,1
pain in loins as if bound by hands,ankle pain better from walking,1.0,1
pain in loins as if bound by hands,knee pain better by warmth of bed,1.0,1
pain in loins as if bound by hands,pains in superior maxilla bones,1.0,1
pain in loins as if bound by hands,pains in shoulder when dressing in morning,1.0,1
pain in loins as if bound by hands,foot pain worse in open air,1.0,1
pain in loins as if bound by hands,pain in occiput,1.0,1
pain in loins as if bound by hands,prosopalgia,1.0,1
pain in loins as if bound by hands,tearing in forearms,1.0,1
pain in loins as if bound by hands,stiffness worse on rising from chair,1.0,1
pain in loins as if bound by hands,knee pain worse in open air,1.0,1
pain in loins as if bound by hands,tendons of knees seem too short,1.0,1
pain in loins as if bound by hands,bruised pain in legs in morning,1.0,1
pain in loins as if bound by hands,cannot move fingers by will power,1.0,1
pain in loins as if bound by hands,stitches in teeth,1.0,1
pain in loins as if bound by hands,stitches in sternum from lifting,1.0,1
pain in loins as if bound by hands,cracking in knees on walking,1.0,1
pain in loins as if bound by hands,paralysis of hands,1.0,1
pain in loins as if bound by hands,pinching crampy pain in lumbar region,1.0,1
pain in loins as if bound by hands,knee pain better from continual motion,1.0,1
pain in loins as if bound by hands,pain in ankle when sitting,1.0,1
pain in loins as if bound by hands,stiffness in hollow of knee,1.0,1
pain in loins as if bound by hands,drawing pain to ear,1.0,1
pain in loins as if bound by hands,swelling of small joints of foot,1.0,1
pain in loins as if bound by hands,knee pain worse when sitting,1.0,1
pain in loins as if bound by hands,foot pain better by warmth of bed,1.0,1
pain in loins as if bound by hands,pain in throat,1.0,1
pain in loins as if bound by hands,severe pressive pain in ball of great toe,1.0,1
pain in loins as if bound by hands,elbow pain worse from warmth,1.0,1
pain in loins as if bound by hands,stitches in sternum from deep breathing,1.0,1
pain in loins as if bound by hands,gouty tearing in lower leg,1.0,1
pain in loins as if bound by hands,thigh pain worse in open air,1.0,1
pain in loins as if bound by hands,tensive pain in hollow of knee,1.0,1
pain in loins as if bound by hands,tearing in teeth,1.0,1
pain in loins as if bound by hands,bruised pain in os coccyx,1.0,1
pain in loins as if bound by hands,aching in hip joints as if dislocated,1.0,1
pain in loins as if bound by hands,indurations of finger tendons,1.0,1
pain in loins as if bound by hands,weakness in single parts,1.0,1
pain in loins as if bound by hands,shoulder pain preventing motion,1.0,1
pain in loins as if bound by hands,painful numbness of thumb,1.0,1
pain in loins as if bound by hands,gout in hands,1.0,1
pain in loins as if bound by hands,tearing in shoulder blades,1.0,1
pain in loins as if bound by hands,sprained pain in back,1.0,1
cramps in sole of right foot,bruised pain in thighs in morning,1.0,1
cramps in sole of right foot,tension in right side of neck,1.0,1
cramps in sole of right foot,stitches in left lumbar region,1.0,1
cramps in sole of right foot,tension in ankle joints,1.0,1
cramps in sole of right foot,rheumatic aching in shoulder,1.0,1
cramps in sole of right foot,fingers half-closed,1.0,1
cramps in sole of right foot,paralysis of face,1.0,1
cramps in sole of right foot,thigh pain better by warmth of bed,1.0,1
cramps in sole of right foot,tension in heel,1.0,1
cramps in sole of right foot,muscles feel as if bound,1.0,1
cramps in sole of right foot,backache in coccyx,1.0,1
cramps in sole of right foot,sensation as if sharp crust struck spine,1.0,1
cramps in sole of right foot,drawing pain to cheek,1.0,1
cramps in sole of right foot,pain in loins as if bound by hands,1.0,1
cramps in sole of right foot,tearing in thighs,1.0,1
cramps in sole of right foot,griping clawing about elbow,1.0,1
cramps in sole of right foot,head drawn to right side,1.0,1
cramps in sole of right foot,cannot get into easy position,1.0,1
cramps in sole of right foot,drawing in hands,1.0,1
cramps in sole of right foot,cough affects back of sternum,1.0,1
cramps in sole of right foot,jaw stiff,1.0,1
cramps in sole of right foot,cutting stitches toward toes,1.0,1
cramps in sole of right foot,paralysis of deltoid muscle,1.0,1
cramps in sole of right foot,tendo achillis cramps waken from sleep,1.0,1
cramps in sole of right foot,drawing sticking pain in finger joints,1.0,1
cramps in sole of right foot,tearing pain along lumbar vertebrae,1.0,1
cramps in sole of right foot,contractions of finger tendons,1.0,1
cramps in sole of right foot,leg pain worse in open air,1.0,1
cramps in sole of right foot,drawing in legs,1.0,1
cramps in sole of right foot,tension in knee joints,1.0,1
cramps in sole of right foot,back pain as if from lifting,1.0,1
cramps in sole of right foot,drawing in thighs,1.0,1
cramps in sole of right foot,pains in malar bones,1.0,1
cramps in sole of right foot,tearing pains shift rapidly,1.0,1
cramps in sole of right foot,tearing pains change place often,1.0,1
cramps in sole of right foot,paralysis of vocal cords,1.0,1
cramps in sole of right foot,rheumatism of face,1.0,1
cramps in sole of right foot,drawing from knee to malleolus,1.0,1
cramps in sole of right foot,sore bruised pain on side lain on at night,1.0,1
cramps in sole of right foot,cramps in tendo achillis,1.0,1
cramps in sole of right foot,leg pain better by warmth of bed,1.0,1
cramps in sole of right foot,tensive pain in forearms,1.0,1
cramps in sole of right foot,single stitches in shin bone,1.0,1
cramps in sole of right foot,rheumatic conditions with paralytic tendency,1.0,1
cramps in sole of right foot,jaw lame,1.0,1
cramps in sole of right foot,great uneasiness of limbs,1.0,1
cramps in sole of right foot,gouty pains in limbs,1.0,1
cramps in sole of right foot,numbness of ankles,1.0,1
cramps in sole of right foot,burning stitches in great toe,1.0,1
cramps in sole of right foot,nightly burning tearing in shins,1.0,1
cramps in sole of right foot,patient springs out of bed,1.0,1
cramps in sole of right foot,knee pain worse when beginning to walk,1.0,1
cramps in sole of right foot,great restlessness in evening,1.0,1
cramps in sole of right foot,cramps in calves in morning in bed,1.0,1
cramps in sole of right foot,pains in zygomatic arch,1.0,1
cramps in sole of right foot,drawing pain in glenoid cavity of jaw,1.0,1
cramps in sole of right foot,gouty tearing in feet,1.0,1
cramps in sole of right foot,paralysis of arms,1.0,1
cramps in sole of right foot,darting pain in os coccyx,1.0,1
cramps in sole of right foot,contractions of flexors,1.0,1
cramps in sole of right foot,cough feels as if it tears chest,1.0,1
cramps in sole of right foot,tearing pain to linea alba,1.0,1
cramps in sole of right foot,drawing in shoulder blades,1.0,1
cramps in sole of right foot,rheumatic contraction of tendons antidoted by guaiac,1.0,1
cramps in sole of right foot,pinching crampy pain in buttocks,1.0,1
cramps in sole of right foot,pressure in shoulders,1.0,1
cramps in sole of right foot,pain in middle of spine on swallowing,1.0,1
cramps in sole of right foot,tearing pain in back of neck,1.0,1
cramps in sole of right foot,painful stiffness of back,1.0,1
