Cluster_ID,Remedy,Chapter,Symptom,Area,Modalities
1,chamomilla,concomitants,profuse hot sweat,,"aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
1,chamomilla,concomitants,hot sweat especially while sleeping,,"aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
1,chamomilla,concomitants,very restless sleep,,"aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
1,chamomilla,concomitants,faintness,,"aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
1,chamomilla,extremities in general,paralytic weakness,,"aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
1,chamomilla,extremities in general,paralytic weakness,,"aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
1,chamomilla,extremities in general,pain in periosteum,,"aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
1,chamomilla,extremities in general,drawing tearing pains in limbs,,"aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
1,chamomilla,extremities in general,drawing tearing pains in limbs,,"aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
1,chamomilla,extremities in general,limb pains worse at night,,"worse at night, aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
1,chamomilla,extremities in general,tearing pain,,"aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
1,chamomilla,extremities in general,cannot find easy position,,"aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
1,chamomilla,extremities in general,aching in limbs,,"aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
1,chamomilla,extremities in general,lassitude in limbs,,"aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
1,chamomilla,extremities in general,numbness at night,,"aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
1,chamomilla,extremities in general,lameness at night,,"aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
1,chamomilla,extremities in general,tearing pain at night,,"aggravates with at night, aggravates with after becoming cold, aggravates with while lying down, aggravates with after suppression of perspiration, aggravates with during sleep, aggravates with warmth of bed, ameliorates with while fasting, ameliorates with after perspiring, ameliorates with on rising"
